id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14
211,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,O,A,A,A,K,H,F,J,K,BI,CO,G,AH,AJ,A,O,MD,0.438385,0.555782,0.336963,0.383428,0.340543,0.715742,0.598539,0.34987,0.44767,0.53881,0.863052,0.871011,0.654753,0.23169
217,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,C,A,B,B,B,A,A,A,G,H,D,B,D,E,A,A,P,I,C,A,B,G,G,F,F,B,BI,EB,A,G,M,A,J,HK,0.585115,0.488789,0.57136,0.554673,0.594196,0.502705,0.473897,0.43518,0.66201,0.58257,0.644013,0.630853,0.354344,0.207452
219,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,C,B,A,A,A,A,A,D,B,E,E,G,E,R,I,F,A,A,G,E,H,J,F,AB,W,A,AH,N,A,M,HG,0.474338,0.422197,0.246911,0.463029,0.281143,0.583075,0.423039,0.34445,0.52728,0.79139,0.377724,0.369858,0.687115,0.22944
221,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,B,A,A,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,K,A,A,A,G,I,G,G,D,BI,EG,A,E,AN,N,J,HK,0.348719,0.488789,0.844219,0.229617,0.281143,0.448496,0.723522,0.36083,0.40657,0.40666,0.812519,0.800726,0.287682,0.801142
227,B,B,A,B,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,D,A,P,H,G,A,B,C,E,L,I,B,G,EL,C,AP,AK,A,M,CD,0.199379,0.620805,0.527991,0.18295,0.281143,0.171743,0.234361,0.25918,0.2418,0.2123,0.169206,0.167768,0.339244,0.35795
230,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,K,A,A,A,D,E,J,G,B,AB,BC,C,AH,Q,C,L,CR,0.277834,0.245921,0.462347,0.722125,0.732367,0.222105,0.251325,0.5006,0.35704,0.23948,0.223038,0.220003,0.284958,0.237907
235,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,G,H,D,D,E,E,D,A,K,F,A,A,C,C,G,J,J,A,BI,CQ,A,E,AV,A,L,CG,0.116284,0.785784,0.944251,0.189137,0.288217,0.240069,0.420873,0.24564,0.27226,0.19782,0.381398,0.373424,0.287682,0.811174
240,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,I,A,A,A,E,E,F,F,B,AB,CO,A,AI,M,C,J,GK,0.585115,0.620805,0.54977,0.604408,0.456483,0.506527,0.500276,0.43518,0.66201,0.58257,0.411247,0.402413,0.354344,0.349122
243,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,D,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,K,A,A,B,G,F,F,J,E,BI,CL,A,N,AN,J,N,HK,0.455585,0.737068,0.728827,0.229617,0.281143,0.679813,0.787006,0.38318,0.41471,0.58796,0.718299,0.714544,0.611431,0.600147
249,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,A,C,B,D,B,A,A,B,A,A,D,D,C,E,C,D,T,K,A,A,A,F,F,G,J,E,BI,CS,A,G,H,F,N,GS,0.34609,0.620805,0.844219,0.284048,0.340543,0.58992,0.774333,0.61795,0.46017,0.52221,0.678924,0.665644,0.598688,0.206234
253,A,B,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,B,H,D,B,C,E,A,C,T,F,I,A,A,J,G,G,I,G,BI,EG,A,K,AD,A,N,LF,0.671496,0.358319,0.317666,0.705434,0.281143,0.626335,0.318773,0.73247,0.64296,0.7877,0.711942,0.74464,0.751507,0.364414
258,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,B,D,E,E,A,P,F,C,A,A,E,F,J,H,B,AB,EB,A,G,AS,A,L,DF,0.325401,0.358319,0.54977,0.383428,0.372405,0.234324,0.305005,0.5006,0.33611,0.3148,0.307628,0.301921,0.333292,0.209803
261,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,B,D,E,G,A,P,G,A,A,A,I,F,E,D,B,BI,EB,A,A,X,J,H,KC,0.772995,0.358319,0.201309,0.864586,0.585792,0.60266,0.452303,0.34445,0.55648,0.77634,0.546666,0.590961,0.301535,0.403939
263,A,B,A,B,B,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,A,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,L,I,A,B,E,E,H,F,B,BI,EB,C,AM,AE,A,K,DJ,0.480125,0.358319,0.484196,0.373816,0.422268,0.317735,0.362399,0.26847,0.41471,0.43919,0.307628,0.301921,0.315758,0.833053
264,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,D,B,A,A,A,G,H,D,D,C,E,E,D,T,B,A,A,C,G,H,I,J,K,BI,DX,G,N,BM,A,O,HK,0.362003,0.620805,0.692825,0.564742,0.643315,0.424491,0.424124,0.60087,0.35127,0.43919,0.708732,0.695499,0.611431,0.603636
265,A,B,B,A,A,A,A,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,B,D,B,B,C,B,D,D,A,A,B,A,A,D,B,C,D,C,D,T,L,I,A,A,H,E,G,K,K,BI,EB,A,AP,Y,A,Q,IF,0.481573,0.422197,0.215772,0.713852,0.543117,0.671047,0.529729,0.55421,0.53565,0.47225,0.4922,0.481306,0.773235,0.356148
268,A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,B,D,E,A,A,P,F,A,B,A,G,G,G,F,B,BI,CO,C,AS,M,E,J,HK,0.585115,0.422197,0.57136,0.554673,0.594196,0.499177,0.44376,0.43518,0.66201,0.57716,0.644013,0.630853,0.354344,0.708743
271,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,C,D,B,B,C,B,B,C,A,A,A,B,H,D,B,D,E,E,A,P,F,A,A,A,D,E,J,G,B,AB,BC,A,AI,Q,A,L,CR,0.277834,0.245921,0.462347,0.722125,0.281143,0.222105,0.251325,0.5006,0.35704,0.23948,0.223038,0.220003,0.284958,0.354744
274,A,B,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,B,B,B,B,A,B,D,D,A,A,A,G,H,D,D,C,E,C,D,T,H,I,A,A,H,E,G,K,K,BI,EB,A,AP,Y,A,Q,GE,0.536592,0.555782,0.215772,0.50382,0.534484,0.704119,0.492874,0.55421,0.53565,0.56081,0.480509,0.481306,0.789182,0.356356
275,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,B,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,I,A,A,A,G,F,F,H,F,BI,CO,A,J,S,C,M,HQ,0.666359,0.827585,0.762059,0.873871,0.696981,0.720977,0.439744,0.5245,0.68419,0.79504,0.75169,0.758883,0.660756,0.381346
279,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,B,H,D,D,D,E,A,A,P,F,A,A,C,G,H,E,F,D,BI,CL,A,U,AN,A,J,HK,0.487367,0.620805,0.844219,0.229617,0.281143,0.576485,0.884062,0.40028,0.5042,0.45017,0.776962,0.800726,0.298734,0.294523
282,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,D,A,B,C,B,B,B,A,A,A,A,A,C,C,C,E,E,A,K,H,A,A,B,F,G,H,F,A,AB,CO,A,AS,AW,A,I,GS,0.289618,0.245921,0.484196,0.300956,0.627218,0.26952,0.337307,0.33906,0.28066,0.30529,0.324486,0.443374,0.181433,0.733317
286,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,L,I,A,A,E,E,H,G,B,BI,CL,A,K,BN,A,K,FB,0.338258,0.488789,0.336963,0.327354,0.889301,0.364464,0.34058,0.49462,0.29269,0.36458,0.275431,0.270746,0.324464,0.362546
288,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,L,C,A,A,J,E,F,G,G,BU,CM,A,E,S,A,N,LL,0.872918,0.199504,0.111114,0.594598,0.517162,0.773887,0.414032,0.62918,0.90411,0.81591,0.550529,0.55738,0.761333,0.807637
294,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,N,A,A,D,G,H,F,F,D,BI,CL,A,AS,A,A,J,HK,0.563854,0.681761,0.745801,0.229617,0.491114,0.501529,0.717259,0.33906,0.44352,0.57716,0.742852,0.729856,0.318646,0.72943
296,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,I,A,A,B,E,E,I,K,K,BI,EG,A,AH,AE,A,O,DJ,0.32033,0.681761,0.527991,0.373816,0.718531,0.440945,0.374687,0.31796,0.32128,0.44467,0.327915,0.32157,0.605077,0.239634
297,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,E,C,T,K,A,A,A,G,G,K,F,G,AB,A,A,J,BM,F,O,HJ,0.670216,0.15999,0.26357,0.432728,0.725503,0.267672,0.267399,0.566,0.69676,0.20496,0.388786,0.40609,0.476684,0.384626
300,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,I,A,A,A,E,E,I,G,B,BI,BS,A,E,BM,C,L,DJ,0.475784,0.488789,0.440642,0.534409,0.78323,0.331919,0.345585,0.36083,0.39849,0.39599,0.26014,0.292356,0.363547,0.806825
303,A,B,A,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,C,C,B,A,B,D,C,D,A,A,G,H,D,D,C,D,A,C,T,B,L,A,A,K,F,F,H,G,BI,EF,C,N,Y,A,P,LQ,0.914335,0.681761,0.317666,0.802892,0.473767,0.869709,0.573521,0.90267,0.8538,0.80218,0.843548,0.832658,0.854872,0.615728
314,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,F,C,E,E,C,T,L,D,A,A,J,E,G,D,G,K,EL,A,E,AD,A,I,JE,0.650713,0.004394,0.041833,0.284048,0.281143,0.377085,0.181749,0.32843,0.60553,0.46119,0.307628,0.301921,0.229112,0.812502
315,A,B,A,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,B,B,D,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,G,M,A,A,D,E,K,H,B,AB,EG,C,AH,BM,A,M,CK,0.325401,0.555782,0.54977,0.473202,0.758711,0.201125,0.259395,0.24564,0.30859,0.21983,0.207238,0.204687,0.3574,0.237583
321,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,G,F,A,A,G,F,H,J,K,BI,W,A,E,AX,A,N,HK,0.45271,0.358319,0.54977,0.432728,0.281143,0.536744,0.560315,0.65122,0.4832,0.57716,0.625936,0.612906,0.617748,0.827362
323,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,D,A,A,B,C,A,D,D,D,D,C,A,P,M,D,A,A,E,E,H,G,B,BI,CI,A,AP,Q,A,K,GL,0.500412,0.620805,0.462347,0.782772,0.758711,0.399144,0.32806,0.60087,0.43524,0.45567,0.370419,0.362771,0.36974,0.357704
330,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,C,B,B,B,A,C,B,B,C,A,A,A,A,A,D,B,D,E,A,A,P,I,A,A,A,G,E,G,E,B,AB,CS,K,AH,K,A,J,HJ,0.629339,0.358319,0.215772,0.83884,0.281143,0.430536,0.4077,0.36083,0.46853,0.52221,0.377724,0.369858,0.321548,0.230808
341,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,D,B,A,B,B,B,A,A,A,G,H,D,D,D,E,E,A,P,N,A,A,A,D,E,J,H,B,M,EB,A,AH,AX,C,L,CR,0.344779,0.681761,0.54977,0.50382,0.281143,0.286032,0.299489,0.41762,0.37065,0.38541,0.231253,0.241676,0.388569,0.233177
342,A,B,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,A,B,C,B,D,D,A,A,A,A,A,C,D,C,E,C,D,T,L,I,C,A,G,G,G,H,K,BI,CS,A,J,BM,A,L,HK,0.472892,0.827585,0.692825,0.564742,0.946982,0.570733,0.583149,0.80438,0.44352,0.63026,0.705501,0.692256,0.51666,0.347643
352,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,B,D,E,E,A,P,I,F,A,A,D,E,K,H,B,AB,EG,A,E,BM,A,M,CK,0.325401,0.555782,0.54977,0.473202,0.758711,0.201125,0.259395,0.24564,0.30859,0.21983,0.207238,0.204687,0.3574,0.827417
353,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,B,D,B,D,C,B,D,B,D,A,A,B,H,D,C,C,E,E,C,T,F,A,A,E,H,F,H,H,G,BI,A,A,J,BM,A,O,IE,0.730887,0.422197,0.356819,0.309621,0.725503,0.531477,0.400333,0.67787,0.79047,0.60932,0.625936,0.612906,0.723122,0.384611
360,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,C,C,A,A,A,B,H,D,D,E,E,G,E,R,F,A,A,A,G,F,G,I,F,BI,DL,A,AS,AK,O,N,HL,0.655966,0.827585,0.692825,0.229617,0.302678,0.687696,0.485598,0.2732,0.64103,0.77245,0.715131,0.701926,0.701266,0.723709
361,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,D,C,E,C,A,D,B,A,A,C,H,F,G,F,H,AB,CO,A,E,X,C,I,IE,0.45271,0.620805,0.215772,0.935299,0.281143,0.396327,0.390306,0.26847,0.39849,0.57172,0.4922,0.481306,0.268941,0.811596
362,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,B,D,B,B,C,B,D,B,D,A,A,G,H,D,C,C,E,A,C,T,H,A,A,D,K,F,F,G,G,BI,CS,A,A,L,C,O,LM,0.905798,0.555782,0.336963,0.705434,0.281143,0.844563,0.517666,0.97973,0.93383,0.8351,0.832976,0.832658,0.810511,0.411002
366,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,E,C,T,I,A,A,A,H,G,I,G,G,BI,A,C,N,BM,E,N,IE,0.730887,0.422197,0.356819,0.309621,0.87101,0.419042,0.313014,0.566,0.78199,0.47779,0.625936,0.612906,0.592264,0.599446
372,A,B,A,B,B,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,D,B,D,C,D,A,A,A,A,C,B,C,E,A,C,T,L,I,A,B,I,E,F,H,G,BU,BC,C,AK,S,A,P,LB,0.894333,0.245921,0.187583,0.789639,0.594196,0.843168,0.535749,0.68823,0.91644,0.8351,0.569745,0.594646,0.861364,0.483544
