id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
144,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,B,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,G,A,A,A,E,E,G,F,B,BI,CL,I,AV,K,E,K,DJ,0.513457,0.737068,0.54977,0.594598,0.90528,0.416181,0.408773,0.62918,0.5063,0.37493,0.338312,0.331643,0.315758,0.32148,4822.07
146,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,D,B,D,A,A,A,A,D,C,C,E,E,C,T,H,A,A,D,H,F,H,G,G,BI,EE,A,E,BM,A,O,IE,0.853789,0.555782,0.317666,0.309621,0.863,0.547545,0.431372,0.73247,0.91898,0.60932,0.592525,0.579845,0.723122,0.810941,2809.74
149,A,B,A,B,A,A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,E,C,D,T,H,J,A,A,G,F,G,K,K,BI,BT,C,AR,AX,A,Q,HK,0.383696,0.199504,0.57136,0.432728,0.281143,0.655553,0.594714,0.54829,0.38249,0.29595,0.6075,0.630853,0.660756,0.462723,3110.41
153,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,C,C,B,D,B,A,A,A,A,A,D,D,C,E,A,D,T,I,D,A,A,G,F,E,G,E,BI,AC,A,AN,AT,A,L,HN,0.668933,0.488789,0.692825,0.473202,0.551723,0.777366,0.902031,0.60659,0.77327,0.74817,0.705501,0.692256,0.576071,0.270699,1301.26
156,A,B,A,B,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,A,B,C,B,D,B,A,B,A,A,A,C,D,C,D,A,C,T,N,J,A,A,K,F,E,H,G,BI,EB,C,AX,Y,A,P,LQ,0.914335,0.737068,0.317666,0.802892,0.635304,0.894682,0.671992,0.80438,0.93884,0.80218,0.82184,0.832658,0.854872,0.338507,10104.79
162,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,E,C,T,I,A,A,A,E,D,I,H,G,AB,EL,A,AU,BM,E,R,DS,0.670216,0.100099,0.26357,0.442784,0.281143,0.400555,0.324978,0.57771,0.69676,0.20496,0.275431,0.270746,0.63026,0.204815,858.55
166,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,A,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,A,A,A,A,G,H,H,F,B,BI,CS,A,E,BM,C,K,HK,0.475784,0.555782,0.692825,0.564742,0.78907,0.3735,0.347485,0.36083,0.44352,0.45017,0.705501,0.692256,0.339244,0.809144,692.55
167,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,B,H,D,C,E,E,G,E,R,F,D,B,A,G,F,G,I,F,BI,DX,A,AQ,BM,A,N,HG,0.629339,0.422197,0.54977,0.554673,0.82168,0.62026,0.450226,0.61229,0.64873,0.74396,0.569745,0.55738,0.689974,0.580748,786.26
171,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,B,H,D,D,E,E,G,E,R,F,D,A,A,G,F,F,I,F,BI,EB,C,AR,AE,A,N,HK,0.642763,0.422197,0.61366,0.327354,0.718531,0.688705,0.480915,0.33906,0.62542,0.73106,0.661688,0.648446,0.687115,0.422249,1028.04
172,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,J,A,A,E,G,F,G,I,F,BI,EB,A,AK,AE,A,N,HK,0.645422,0.358319,0.527991,0.327354,0.800402,0.671307,0.467134,0.33906,0.62542,0.66076,0.6075,0.594646,0.678452,0.481318,3976.75
173,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,F,A,A,A,F,E,F,J,E,BI,AC,A,L,H,J,O,GS,0.397499,0.299102,0.65431,0.284048,0.302678,0.726386,0.817418,0.53046,0.479,0.56081,0.550529,0.538473,0.648701,0.362299,1809.23
174,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,I,A,A,A,E,E,I,J,K,BI,BT,A,S,AX,F,O,DP,0.391956,0.827585,0.506105,0.452887,0.281143,0.381515,0.403892,0.72299,0.37458,0.40666,0.341813,0.335036,0.611431,0.674034,3485.99
175,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,D,B,D,B,A,A,A,A,A,D,B,C,E,A,C,T,L,F,A,B,I,E,F,I,G,BI,EB,C,AS,Y,A,O,KW,0.826591,0.555782,0.174588,0.614134,0.465115,0.817706,0.449126,0.90055,0.84847,0.80218,0.550529,0.561143,0.814573,0.725934,1510
186,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,C,B,D,E,C,A,P,I,C,A,B,G,F,H,F,B,CD,EG,A,S,BC,A,J,HJ,0.434106,0.299102,0.187583,0.815505,0.491114,0.334009,0.324696,0.3128,0.39648,0.38016,0.341813,0.352251,0.26115,0.67609,2906.27
191,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,D,B,A,A,A,G,H,D,D,C,G,C,D,T,F,A,A,A,G,G,G,K,K,BI,CS,A,E,BM,F,P,IT,0.421331,0.488789,0.762059,0.574758,0.805895,0.606315,0.673839,0.7508,0.39447,0.46119,0.705501,0.692256,0.672607,0.808125,7484.37
197,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,D,C,B,C,B,A,A,A,A,A,D,D,E,E,A,E,R,H,G,A,A,G,E,H,I,F,BI,CL,C,AH,AY,A,O,HJ,0.648072,0.15999,0.230975,0.614134,0.281143,0.568426,0.488064,0.40028,0.66201,0.47779,0.396226,0.387819,0.666708,0.25412,1140.81
200,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,C,C,D,A,D,T,F,A,A,B,K,F,E,K,K,BI,CL,A,AN,AD,A,P,LN,0.655966,0.555782,0.336963,0.738221,0.281143,0.894903,0.76938,0.819,0.58325,0.80569,0.843548,0.832658,0.866072,0.261416,595.15
202,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,D,B,B,D,D,B,C,A,B,D,B,A,A,A,G,H,D,D,C,D,A,D,T,N,A,A,C,K,F,F,K,K,BI,CS,A,E,L,A,P,LN,0.655966,0.681761,0.298977,0.761209,0.372405,0.862203,0.750017,0.82252,0.58325,0.80569,0.82184,0.810292,0.867611,0.808698,3343.49
205,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,L,I,A,A,E,F,G,F,B,BI,CL,A,AV,A,A,J,DJ,0.424162,0.737068,0.80643,0.259793,0.525831,0.411902,0.593548,0.31796,0.38846,0.48889,0.457203,0.447145,0.301535,0.312236,5112.89
207,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,G,H,D,D,C,E,C,A,D,F,A,A,B,D,F,F,F,D,BI,CI,A,N,F,A,I,CW,0.375501,0.737068,0.944251,0.412789,0.517162,0.500353,0.761136,0.59512,0.42289,0.52221,0.4961,0.485119,0.233856,0.603737,1432.34
208,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,D,A,D,T,L,D,A,A,I,E,F,K,K,BI,CO,A,N,AJ,A,P,LC,0.465671,0.555782,0.174588,0.412789,0.340543,0.789339,0.605161,0.37754,0.44767,0.61984,0.588753,0.576121,0.768525,0.602285,425.77
212,B,B,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,D,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,I,G,B,A,I,E,G,H,G,BI,EB,A,AH,Y,A,P,KW,0.883459,0.358319,0.201309,0.614134,0.473767,0.750452,0.53317,0.46477,0.90483,0.82249,0.550529,0.590961,0.842905,0.255789,703.15
215,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,B,C,B,C,A,B,C,B,A,A,A,G,H,D,B,E,E,A,E,R,J,A,A,B,H,D,G,I,F,BI,DT,A,AH,N,A,N,HX,0.625272,0.127059,0.139862,0.50382,0.388783,0.601533,0.618825,0.32317,0.64873,0.71775,0.377724,0.369858,0.684242,0.256475,1997.58
218,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,A,B,D,B,D,A,A,G,H,D,C,C,E,A,C,T,J,A,A,A,J,F,F,H,G,BI,EG,C,K,AD,C,O,LF,0.8464,0.620805,0.356819,0.705434,0.281143,0.797815,0.422919,0.94403,0.86299,0.8351,0.73986,0.772574,0.810511,0.365083,2205.52
222,A,B,B,B,A,A,B,B,B,B,B,B,B,A,A,B,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,B,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,B,B,A,A,C,D,C,E,C,A,D,L,O,C,A,F,I,F,F,D,BI,CS,G,AH,H,A,J,GX,0.372785,0.785784,0.944251,0.383428,0.281143,0.458113,0.862654,0.73247,0.43111,0.36974,0.843548,0.832658,0.236253,0.236756,11706.75
223,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,L,D,A,A,G,E,G,K,K,BI,CO,A,E,AE,A,N,HK,0.458463,0.555782,0.54977,0.327354,0.732367,0.707294,0.566385,0.35533,0.38249,0.74817,0.622276,0.609277,0.731059,0.826299,796.76
225,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,C,A,B,D,B,D,A,A,A,A,D,D,C,E,E,C,T,K,A,A,A,H,F,H,H,G,BI,EL,A,AW,Y,C,P,GE,0.676593,0.785784,0.201309,0.50382,0.674529,0.48977,0.478205,0.48864,0.7628,0.42828,0.480509,0.469884,0.654753,0.837951,17355.29
226,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,B,A,A,C,B,D,B,D,A,A,A,A,C,B,C,E,E,C,T,K,A,A,A,E,E,J,G,G,BI,A,C,J,BM,A,P,DJ,0.667647,0.358319,0.317666,0.534409,0.281143,0.292074,0.269473,0.566,0.69676,0.20496,0.251234,0.247316,0.506666,0.376957,515
228,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,D,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,A,G,H,H,F,B,BI,CS,C,K,AE,L,K,HK,0.558141,0.827585,0.692825,0.327354,0.87101,0.360659,0.418469,0.26847,0.46226,0.50556,0.715131,0.701926,0.345247,0.241049,8537.33
232,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,D,B,B,B,A,A,A,C,A,D,B,D,E,E,A,P,M,D,A,A,D,D,L,G,B,AB,C,A,O,BG,A,L,CP,0.32286,0.15999,0.215772,0.176921,0.288217,0.166292,0.238818,0.24123,0.30859,0.20137,0.148392,0.147518,0.258586,0.48706,817.74
233,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,C,A,D,D,E,E,A,A,T,G,C,A,C,F,F,F,H,D,BI,EG,A,U,BO,A,M,HB,0.494613,0.620805,0.634224,0.336414,0.473767,0.612473,0.751956,0.37194,0.47481,0.53881,0.588753,0.579845,0.503333,0.297232,2585.55
237,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,C,A,A,C,B,B,B,A,A,A,A,A,C,D,D,E,A,A,P,I,A,A,D,E,E,G,F,D,BI,EG,A,J,H,A,K,GI,0.458463,0.299102,0.634224,0.215482,0.281143,0.426216,0.78775,0.36083,0.4874,0.40666,0.3925,0.384201,0.298734,0.383437,5608.84
244,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,D,B,B,B,D,B,B,C,B,B,B,A,A,B,A,A,D,D,E,E,A,A,S,K,A,A,A,E,F,F,H,D,BI,BT,A,F,F,N,K,GM,0.478678,0.245921,0.90167,0.373816,0.364322,0.636189,0.818227,0.5006,0.427,0.6852,0.644013,0.630853,0.470036,0.743712,3608.45
245,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,C,B,A,B,B,B,A,A,A,G,H,D,D,D,E,E,A,P,F,A,A,B,D,E,J,G,B,BI,CO,A,AS,AS,A,L,CR,0.356663,0.785784,0.634224,0.373816,0.517162,0.270447,0.313651,0.5006,0.33611,0.3148,0.257148,0.26476,0.339244,0.709599,2221.7
248,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,D,A,A,B,A,D,C,C,E,E,C,T,I,F,A,A,H,F,H,H,G,BI,A,A,C,BM,A,O,IE,0.730887,0.422197,0.356819,0.309621,0.725503,0.531477,0.400333,0.67787,0.79047,0.60932,0.625936,0.612906,0.723122,0.771219,2087.19
259,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,A,C,B,D,B,D,A,A,B,B,C,B,C,E,A,C,T,N,A,A,C,L,F,E,G,G,BI,EG,A,K,L,A,O,JR,0.936238,0.299102,0.215772,0.284048,0.281143,0.892895,0.600719,0.88205,0.96909,0.82889,0.797841,0.832658,0.824432,0.360817,6213.76
260,B,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,G,H,D,D,C,E,C,A,D,I,C,A,A,G,J,H,F,H,BI,W,A,A,BD,C,I,HJ,0.278999,0.127059,0.844219,0.345595,0.302678,0.282443,0.985762,0.24123,0.1638,0.33428,0.787589,0.775245,0.177507,0.400594,2533.1
276,A,B,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,J,J,A,A,E,E,H,F,B,BI,CS,A,AF,BM,A,K,DP,0.475784,0.785784,0.592681,0.614134,0.78323,0.3735,0.381883,0.36083,0.44352,0.45017,0.338312,0.366307,0.339244,0.211291,15495.88
277,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,A,G,I,G,G,D,BI,EG,A,E,AN,J,J,HK,0.348719,0.488789,0.844219,0.229617,0.281143,0.448496,0.723522,0.36083,0.40657,0.40666,0.812519,0.800726,0.287682,0.818705,6806.02
285,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,B,B,B,C,B,D,B,A,A,A,B,H,C,D,C,E,E,D,T,F,A,A,B,E,E,J,L,K,BI,CO,A,AS,Y,A,P,DP,0.281338,0.737068,0.506105,0.670373,0.577339,0.383459,0.406509,0.81542,0.32128,0.41743,0.345331,0.338446,0.660756,0.730466,2886.03
289,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,D,G,F,F,K,E,BI,EG,A,J,AT,A,P,HN,0.465671,0.620805,0.692825,0.473202,0.525831,0.764704,0.868679,0.53642,0.55648,0.64056,0.705501,0.692256,0.758902,0.38458,4383.9
291,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,C,B,B,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,H,C,A,B,G,F,F,I,F,BI,EG,A,N,AE,A,N,HK,0.657274,0.620805,0.54977,0.327354,0.422268,0.690467,0.505211,0.33906,0.62542,0.73106,0.622276,0.609277,0.687115,0.598769,487.17
292,B,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,B,H,A,B,D,E,A,A,P,F,F,A,A,F,E,G,F,B,BI,EG,E,AP,I,A,J,HA,0.552413,0.078346,0.201309,0.696873,0.302678,0.39689,0.303856,0.23688,0.43731,0.50556,0.291268,0.301921,0.312885,0.356103,1018.56
